1772219448.39996_7419.mark-pc-ubuntu,U=7419
1772517166.1420016_16862.mark-pc-ubuntu,U=191772
1772480316.732433_42432.mark-pc-ubuntu,U=167568
1772521416.1420016_22657.mark-pc-ubuntu,U=197567
1772505132.1420016_833.mark-pc-ubuntu,U=175743
1772514924.1420016_14029.mark-pc-ubuntu,U=188939
1772307017.161440_4600.mark-pc-ubuntu,U=73964
1772425526.732433_4949.mark-pc-ubuntu,U=130085
1772222411.39996_15099.mark-pc-ubuntu,U=15099
1772421384.454304_21519.mark-pc-ubuntu,U=122592
1772505454.1420016_1146.mark-pc-ubuntu,U=176056
1772427823.732433_8281.mark-pc-ubuntu,U=133417
1772473381.732433_40805.mark-pc-ubuntu,U=165941
1772228900.39996_30234.mark-pc-ubuntu,U=30234
1772417364.454304_12429.mark-pc-ubuntu,U=113502
1772241804.39996_52196.mark-pc-ubuntu,U=52196
1772223050.39996_16766.mark-pc-ubuntu,U=16766
1772418611.454304_17210.mark-pc-ubuntu,U=118283
1772527478.1420016_30345.mark-pc-ubuntu,U=205255
1772424912.732433_3397.mark-pc-ubuntu,U=128533
1772523676.1420016_25568.mark-pc-ubuntu,U=200478
1772417292.454304_11709.mark-pc-ubuntu,U=112782
1772220188.39996_11955.mark-pc-ubuntu,U=11955
1772527539.1420016_30418.mark-pc-ubuntu,U=205328
1772510182.1420016_7367.mark-pc-ubuntu,U=182277
1772425304.732433_4374.mark-pc-ubuntu,U=129510
1772524030.1420016_25949.mark-pc-ubuntu,U=200859
1772420521.454304_19506.mark-pc-ubuntu,U=120579
1772322056.161440_26833.mark-pc-ubuntu,U=96197
1772224947.39996_22003.mark-pc-ubuntu,U=22003
1772235105.39996_41958.mark-pc-ubuntu,U=41958
1772502738.732433_48370.mark-pc-ubuntu,U=173506
1772430709.732433_13111.mark-pc-ubuntu,U=138247
1772535499.1420016_38276.mark-pc-ubuntu,U=213186
1772421347.454304_21403.mark-pc-ubuntu,U=122476
1772526846.1420016_29674.mark-pc-ubuntu,U=204584
1772484335.732433_43289.mark-pc-ubuntu,U=168425
1772218913.39996_3533.mark-pc-ubuntu,U=3533
1772315822.161440_17058.mark-pc-ubuntu,U=86422
1772251814.39996_63414.mark-pc-ubuntu,U=63414
1772530351.1420016_33646.mark-pc-ubuntu,U=208556
1772227863.39996_27522.mark-pc-ubuntu,U=27522
1772543888.1420016_43900.mark-pc-ubuntu,U=218810
1772233420.39996_39120.mark-pc-ubuntu,U=39120
1772441090.732433_26176.mark-pc-ubuntu,U=151312
1772249805.39996_61784.mark-pc-ubuntu,U=61784
1772308912.161440_7266.mark-pc-ubuntu,U=76630
1772436166.732433_20440.mark-pc-ubuntu,U=145576
1772242178.39996_52692.mark-pc-ubuntu,U=52692
1772431253.732433_13805.mark-pc-ubuntu,U=138941
1772560837.1420016_51487.mark-pc-ubuntu,U=226397
1772517195.1420016_16916.mark-pc-ubuntu,U=191826
1772220927.39996_13355.mark-pc-ubuntu,U=13355
1772421463.454304_21742.mark-pc-ubuntu,U=122815
1772228020.39996_27917.mark-pc-ubuntu,U=27917
1772225936.39996_23215.mark-pc-ubuntu,U=23215
1772238182.39996_47277.mark-pc-ubuntu,U=47277
1772259122.39996_67681.mark-pc-ubuntu,U=67681
1772238683.39996_48136.mark-pc-ubuntu,U=48136
1772417128.454304_11357.mark-pc-ubuntu,U=112430
1772308788.161440_7047.mark-pc-ubuntu,U=76411
1772250738.39996_62571.mark-pc-ubuntu,U=62571
1772237761.39996_46608.mark-pc-ubuntu,U=46608
1772246884.39996_58747.mark-pc-ubuntu,U=58747
1772220055.39996_11522.mark-pc-ubuntu,U=11522
1772223819.39996_19475.mark-pc-ubuntu,U=19475
1772532935.1420016_36154.mark-pc-ubuntu,U=211064
1772306150.161440_3578.mark-pc-ubuntu,U=72942
1772522837.1420016_24572.mark-pc-ubuntu,U=199482
1772422120.454304_23708.mark-pc-ubuntu,U=124781
1772238232.39996_47372.mark-pc-ubuntu,U=47372
1772413786.454304_4890.mark-pc-ubuntu,U=105963
1772434912.732433_18905.mark-pc-ubuntu,U=144041
1772320918.161440_25329.mark-pc-ubuntu,U=94693
1772241984.39996_52419.mark-pc-ubuntu,U=52419
1772428020.732433_8577.mark-pc-ubuntu,U=133713
1772413788.454304_4904.mark-pc-ubuntu,U=105977
1772580094.2143882_344.mark-pc-ubuntu,U=232215
1772316247.161440_17766.mark-pc-ubuntu,U=87130
1772237961.39996_46936.mark-pc-ubuntu,U=46936
1772425074.732433_3762.mark-pc-ubuntu,U=128898
1772430991.732433_13472.mark-pc-ubuntu,U=138608
1772246841.39996_58692.mark-pc-ubuntu,U=58692
1772219103.39996_4823.mark-pc-ubuntu,U=4823
1772505264.1420016_966.mark-pc-ubuntu,U=175876
1772444437.732433_29021.mark-pc-ubuntu,U=154157
1772316995.161440_18949.mark-pc-ubuntu,U=88313
1772219046.39996_4400.mark-pc-ubuntu,U=4400
1772238291.39996_47481.mark-pc-ubuntu,U=47481
1772493657.732433_45081.mark-pc-ubuntu,U=170217
1772224254.39996_20785.mark-pc-ubuntu,U=20785
1772492944.732433_44954.mark-pc-ubuntu,U=170090
1772222392.39996_15033.mark-pc-ubuntu,U=15033
1772434940.732433_18939.mark-pc-ubuntu,U=144075
1772218490.39996_487.mark-pc-ubuntu,U=487
1772526830.1420016_29654.mark-pc-ubuntu,U=204564
1772465203.732433_38554.mark-pc-ubuntu,U=163690
1772227065.39996_25297.mark-pc-ubuntu,U=25297
1772438091.732433_22845.mark-pc-ubuntu,U=147981
1772319024.161440_21659.mark-pc-ubuntu,U=91023
1772238801.39996_48318.mark-pc-ubuntu,U=48318
1772527803.1420016_30742.mark-pc-ubuntu,U=205652
1772319669.161440_23177.mark-pc-ubuntu,U=92541
1772321715.161440_26394.mark-pc-ubuntu,U=95758
1772417150.454304_11405.mark-pc-ubuntu,U=112478
1772430207.732433_12413.mark-pc-ubuntu,U=137549
1772508468.1420016_5139.mark-pc-ubuntu,U=180049
1772229036.39996_30562.mark-pc-ubuntu,U=30562
1772309836.161440_8676.mark-pc-ubuntu,U=78040
1772413585.454304_2686.mark-pc-ubuntu,U=103759
1772434881.732433_18867.mark-pc-ubuntu,U=144003
1772239762.39996_49816.mark-pc-ubuntu,U=49816
1772251890.39996_63472.mark-pc-ubuntu,U=63472
1772421163.454304_20727.mark-pc-ubuntu,U=121800
1772232332.39996_37564.mark-pc-ubuntu,U=37564
1772228736.39996_29780.mark-pc-ubuntu,U=29780
1772221025.39996_13467.mark-pc-ubuntu,U=13467
1772255528.39996_65844.mark-pc-ubuntu,U=65844
1772538646.1420016_40602.mark-pc-ubuntu,U=215512
1772249300.39996_61326.mark-pc-ubuntu,U=61326
1772239652.39996_49685.mark-pc-ubuntu,U=49685
1772219721.39996_8944.mark-pc-ubuntu,U=8944
1772242660.39996_53394.mark-pc-ubuntu,U=53394
1772414970.454304_9338.mark-pc-ubuntu,U=110411
1772589003.2143882_2743.mark-pc-ubuntu,U=234614
1772219691.39996_8621.mark-pc-ubuntu,U=8621
1772526679.1420016_29479.mark-pc-ubuntu,U=204389
1772228616.39996_29314.mark-pc-ubuntu,U=29314
1772468012.732433_39379.mark-pc-ubuntu,U=164515
1772436263.732433_20568.mark-pc-ubuntu,U=145704
1772228880.39996_30175.mark-pc-ubuntu,U=30175
1772227670.39996_26980.mark-pc-ubuntu,U=26980
1772514662.1420016_13665.mark-pc-ubuntu,U=188575
1772237846.39996_46736.mark-pc-ubuntu,U=46736
1772254568.39996_65271.mark-pc-ubuntu,U=65271
1772435468.732433_19591.mark-pc-ubuntu,U=144727
1772454560.732433_34725.mark-pc-ubuntu,U=159861
1772423411.732433_154.mark-pc-ubuntu,U=125290
1772413764.454304_4637.mark-pc-ubuntu,U=105710
1772446111.732433_30225.mark-pc-ubuntu,U=155361
1772430838.732433_13276.mark-pc-ubuntu,U=138412
1772417583.454304_13764.mark-pc-ubuntu,U=114837
1772324321.5014_732.mark-pc-ubuntu,U=99168
1772310629.161440_9694.mark-pc-ubuntu,U=79058
1772438522.732433_23376.mark-pc-ubuntu,U=148512
1772243128.39996_54088.mark-pc-ubuntu,U=54088
1772223855.39996_19628.mark-pc-ubuntu,U=19628
1772471827.732433_40412.mark-pc-ubuntu,U=165548
1772220501.39996_12729.mark-pc-ubuntu,U=12729
1772502734.732433_48365.mark-pc-ubuntu,U=173501
1772219215.39996_5736.mark-pc-ubuntu,U=5736
1772413491.454304_1714.mark-pc-ubuntu,U=102787
1772417372.454304_12507.mark-pc-ubuntu,U=113580
1772444793.732433_29292.mark-pc-ubuntu,U=154428
1772219978.39996_11096.mark-pc-ubuntu,U=11096
1772234119.39996_40064.mark-pc-ubuntu,U=40064
1772327864.29350_918.mark-pc-ubuntu,U=100573
1772222677.39996_15910.mark-pc-ubuntu,U=15910
1772252168.39996_63681.mark-pc-ubuntu,U=63681
1772218527.39996_806.mark-pc-ubuntu,U=806
1772254193.39996_65038.mark-pc-ubuntu,U=65038
1772413657.454304_3408.mark-pc-ubuntu,U=104481
1772534737.1420016_37629.mark-pc-ubuntu,U=212539
1772257951.39996_67116.mark-pc-ubuntu,U=67116
1772222890.39996_16447.mark-pc-ubuntu,U=16447
1772224498.39996_21312.mark-pc-ubuntu,U=21312
1772531860.1420016_35109.mark-pc-ubuntu,U=210019
1772516524.1420016_16004.mark-pc-ubuntu,U=190914
1772314465.161440_15181.mark-pc-ubuntu,U=84545
1772227466.39996_26448.mark-pc-ubuntu,U=26448
1772471918.732433_40435.mark-pc-ubuntu,U=165571
1772428543.732433_9407.mark-pc-ubuntu,U=134543
1772234372.39996_40522.mark-pc-ubuntu,U=40522
1772439470.732433_24475.mark-pc-ubuntu,U=149611
1772435028.732433_19038.mark-pc-ubuntu,U=144174
1772475242.732433_41263.mark-pc-ubuntu,U=166399
1772235633.39996_42891.mark-pc-ubuntu,U=42891
1772524878.1420016_27168.mark-pc-ubuntu,U=202078
1772227863.39996_27524.mark-pc-ubuntu,U=27524
1772246200.39996_57843.mark-pc-ubuntu,U=57843
1772419646.454304_18655.mark-pc-ubuntu,U=119728
1772230885.39996_34914.mark-pc-ubuntu,U=34914
1772239762.39996_49817.mark-pc-ubuntu,U=49817
1772235593.39996_42819.mark-pc-ubuntu,U=42819
1772595743.2229872_1127.mark-pc-ubuntu,U=237218
1772248323.39996_60360.mark-pc-ubuntu,U=60360
1772417378.454304_12563.mark-pc-ubuntu,U=113636
1772418776.454304_17497.mark-pc-ubuntu,U=118570
1772544070.1420016_44002.mark-pc-ubuntu,U=218912
1772237788.39996_46649.mark-pc-ubuntu,U=46649
1772565761.1420016_53217.mark-pc-ubuntu,U=228127
1772319189.161440_21956.mark-pc-ubuntu,U=91320
1772309542.161440_8242.mark-pc-ubuntu,U=77606
1772421423.454304_21619.mark-pc-ubuntu,U=122692
1772506670.1420016_2689.mark-pc-ubuntu,U=177599
1772507977.1420016_4546.mark-pc-ubuntu,U=179456
1772556041.1420016_49616.mark-pc-ubuntu,U=224526
1772421409.454304_21589.mark-pc-ubuntu,U=122662
1772229737.39996_31841.mark-pc-ubuntu,U=31841
1772230893.39996_34927.mark-pc-ubuntu,U=34927
1772249832.39996_61803.mark-pc-ubuntu,U=61803
1772319073.161440_21745.mark-pc-ubuntu,U=91109
1772231463.39996_36320.mark-pc-ubuntu,U=36320
1772434424.732433_18259.mark-pc-ubuntu,U=143395
1772505492.1420016_1182.mark-pc-ubuntu,U=176092
1772532567.1420016_35815.mark-pc-ubuntu,U=210725
1772219646.39996_8160.mark-pc-ubuntu,U=8160
1772455626.732433_35178.mark-pc-ubuntu,U=160314
1772478630.732433_42055.mark-pc-ubuntu,U=167191
1772508807.1420016_5547.mark-pc-ubuntu,U=180457
1772510719.1420016_8207.mark-pc-ubuntu,U=183117
1772421770.454304_22737.mark-pc-ubuntu,U=123810
1772419689.454304_18704.mark-pc-ubuntu,U=119777
1772229006.39996_30491.mark-pc-ubuntu,U=30491
1772519955.1420016_20660.mark-pc-ubuntu,U=195570
1772554649.1420016_49067.mark-pc-ubuntu,U=223977
1772231207.39996_35739.mark-pc-ubuntu,U=35739
1772324341.5014_776.mark-pc-ubuntu,U=99212
1772433823.732433_17437.mark-pc-ubuntu,U=142573
1772317050.161440_19026.mark-pc-ubuntu,U=88390
1772223496.39996_18203.mark-pc-ubuntu,U=18203
1772245832.39996_57308.mark-pc-ubuntu,U=57308
1772502550.732433_48115.mark-pc-ubuntu,U=173251
1772508251.1420016_4875.mark-pc-ubuntu,U=179785
1772521599.1420016_22927.mark-pc-ubuntu,U=197837
1772309168.161440_7693.mark-pc-ubuntu,U=77057
1772248615.39996_60661.mark-pc-ubuntu,U=60661
1772259416.39996_67822.mark-pc-ubuntu,U=67822
1772421562.454304_22125.mark-pc-ubuntu,U=123198
1772513080.1420016_11255.mark-pc-ubuntu,U=186165
1772420647.454304_19631.mark-pc-ubuntu,U=120704
1772554259.1420016_48902.mark-pc-ubuntu,U=223812
1772222069.39996_14373.mark-pc-ubuntu,U=14373
1772515564.1420016_14877.mark-pc-ubuntu,U=189787
1772428559.732433_9432.mark-pc-ubuntu,U=134568
1772493246.732433_45008.mark-pc-ubuntu,U=170144
1772222062.39996_14360.mark-pc-ubuntu,U=14360
1772520768.1420016_21675.mark-pc-ubuntu,U=196585
1772219452.39996_7445.mark-pc-ubuntu,U=7445
1772415028.454304_9403.mark-pc-ubuntu,U=110476
1772230439.39996_33697.mark-pc-ubuntu,U=33697
1772218765.39996_2582.mark-pc-ubuntu,U=2582
1772508223.1420016_4843.mark-pc-ubuntu,U=179753
1772232266.39996_37492.mark-pc-ubuntu,U=37492
1772413716.454304_4038.mark-pc-ubuntu,U=105111
1772419679.454304_18691.mark-pc-ubuntu,U=119764
1772557212.1420016_50084.mark-pc-ubuntu,U=224994
1772301037.161440_33.mark-pc-ubuntu,U=69397
1772238127.39996_47196.mark-pc-ubuntu,U=47196
1772441525.732433_26603.mark-pc-ubuntu,U=151739
1772220889.39996_13309.mark-pc-ubuntu,U=13309
1772468896.732433_39628.mark-pc-ubuntu,U=164764
1772596217.2229872_1381.mark-pc-ubuntu,U=237472
1772413909.454304_6288.mark-pc-ubuntu,U=107361
1772429993.732433_12081.mark-pc-ubuntu,U=137217
1772421366.454304_21466.mark-pc-ubuntu,U=122539
1772442395.732433_27398.mark-pc-ubuntu,U=152534
1772414645.454304_8914.mark-pc-ubuntu,U=109987
1772527420.1420016_30281.mark-pc-ubuntu,U=205191
1772223835.39996_19545.mark-pc-ubuntu,U=19545
1772321087.161440_25563.mark-pc-ubuntu,U=94927
1772413532.454304_2147.mark-pc-ubuntu,U=103220
1772424764.732433_3051.mark-pc-ubuntu,U=128187
1772231618.39996_36632.mark-pc-ubuntu,U=36632
1772428375.732433_9120.mark-pc-ubuntu,U=134256
1772413382.454304_392.mark-pc-ubuntu,U=101465
1772562219.1420016_51993.mark-pc-ubuntu,U=226903
1772426449.732433_6622.mark-pc-ubuntu,U=131758
1772324124.5014_402.mark-pc-ubuntu,U=98838
1772234727.39996_41215.mark-pc-ubuntu,U=41215
1772425768.732433_5534.mark-pc-ubuntu,U=130670
1772234182.39996_40168.mark-pc-ubuntu,U=40168
1772418274.454304_16515.mark-pc-ubuntu,U=117588
1772502923.732433_48610.mark-pc-ubuntu,U=173746
1772308226.161440_5889.mark-pc-ubuntu,U=75253
1772449752.732433_32407.mark-pc-ubuntu,U=157543
1772234866.39996_41491.mark-pc-ubuntu,U=41491
1772327371.29350_512.mark-pc-ubuntu,U=100167
1772520421.1420016_21191.mark-pc-ubuntu,U=196101
1772451938.732433_33524.mark-pc-ubuntu,U=158660
1772413440.454304_1082.mark-pc-ubuntu,U=102155
1772219807.39996_9864.mark-pc-ubuntu,U=9864
1772320069.161440_23934.mark-pc-ubuntu,U=93298
1772507514.1420016_3926.mark-pc-ubuntu,U=178836
1772444761.732433_29268.mark-pc-ubuntu,U=154404
1772430005.732433_12096.mark-pc-ubuntu,U=137232
1772248472.39996_60515.mark-pc-ubuntu,U=60515
1772438689.732433_23566.mark-pc-ubuntu,U=148702
1772241696.39996_52060.mark-pc-ubuntu,U=52060
1772219672.39996_8414.mark-pc-ubuntu,U=8414
1772414335.454304_8313.mark-pc-ubuntu,U=109386
1772312323.161440_11979.mark-pc-ubuntu,U=81343
1772308106.161440_5720.mark-pc-ubuntu,U=75084
1772413461.454304_1355.mark-pc-ubuntu,U=102428
1772309191.161440_7729.mark-pc-ubuntu,U=77093
1772219447.39996_7413.mark-pc-ubuntu,U=7413
1772219092.39996_4763.mark-pc-ubuntu,U=4763
1772236274.39996_43904.mark-pc-ubuntu,U=43904
1772231195.39996_35713.mark-pc-ubuntu,U=35713
1772218980.39996_3980.mark-pc-ubuntu,U=3980
1772428444.732433_9237.mark-pc-ubuntu,U=134373
1772306182.161440_3619.mark-pc-ubuntu,U=72983
1772242678.39996_53417.mark-pc-ubuntu,U=53417
1772423528.732433_530.mark-pc-ubuntu,U=125666
1772515949.1420016_15346.mark-pc-ubuntu,U=190256
1772516535.1420016_16015.mark-pc-ubuntu,U=190925
1772500851.732433_47150.mark-pc-ubuntu,U=172286
1772313574.161440_14032.mark-pc-ubuntu,U=83396
1772311704.161440_10929.mark-pc-ubuntu,U=80293
1772521259.1420016_22427.mark-pc-ubuntu,U=197337
1772417351.454304_12313.mark-pc-ubuntu,U=113386
1772515688.1420016_15022.mark-pc-ubuntu,U=189932
1772415902.454304_10166.mark-pc-ubuntu,U=111239
1772237054.39996_45368.mark-pc-ubuntu,U=45368
1772318657.161440_21139.mark-pc-ubuntu,U=90503
1772310055.161440_8965.mark-pc-ubuntu,U=78329
1772549475.1420016_46738.mark-pc-ubuntu,U=221648
1772244991.39996_56287.mark-pc-ubuntu,U=56287
1772518798.1420016_19281.mark-pc-ubuntu,U=194191
1772248023.39996_60041.mark-pc-ubuntu,U=60041
1772445120.732433_29533.mark-pc-ubuntu,U=154669
1772258871.39996_67563.mark-pc-ubuntu,U=67563
1772502226.732433_47883.mark-pc-ubuntu,U=173019
1772419458.454304_18452.mark-pc-ubuntu,U=119525
1772451189.732433_33155.mark-pc-ubuntu,U=158291
1772525261.1420016_27675.mark-pc-ubuntu,U=202585
1772234403.39996_40585.mark-pc-ubuntu,U=40585
1772429270.732433_10769.mark-pc-ubuntu,U=135905
1772462162.732433_37589.mark-pc-ubuntu,U=162725
1772413860.454304_5746.mark-pc-ubuntu,U=106819
1772224056.39996_20233.mark-pc-ubuntu,U=20233
1772438027.732433_22761.mark-pc-ubuntu,U=147897
1772242770.39996_53546.mark-pc-ubuntu,U=53546
1772533289.1420016_36466.mark-pc-ubuntu,U=211376
1772471522.732433_40333.mark-pc-ubuntu,U=165469
1772416675.454304_10629.mark-pc-ubuntu,U=111702
1772231312.39996_35969.mark-pc-ubuntu,U=35969
1772258620.39996_67445.mark-pc-ubuntu,U=67445
1772232186.39996_37381.mark-pc-ubuntu,U=37381
1772469719.732433_39854.mark-pc-ubuntu,U=164990
1772431707.732433_14361.mark-pc-ubuntu,U=139497
1772218546.39996_966.mark-pc-ubuntu,U=966
1772450620.732433_32864.mark-pc-ubuntu,U=158000
1772442190.732433_27219.mark-pc-ubuntu,U=152355
1772419595.454304_18604.mark-pc-ubuntu,U=119677
1772536268.1420016_38901.mark-pc-ubuntu,U=213811
1772219233.39996_5920.mark-pc-ubuntu,U=5920
1772514881.1420016_13976.mark-pc-ubuntu,U=188886
1772414299.454304_8214.mark-pc-ubuntu,U=109287
1772435352.732433_19448.mark-pc-ubuntu,U=144584
1772521453.1420016_22717.mark-pc-ubuntu,U=197627
1772522033.1420016_23534.mark-pc-ubuntu,U=198444
1772320117.161440_24035.mark-pc-ubuntu,U=93399
1772226773.39996_24651.mark-pc-ubuntu,U=24651
1772324269.5014_647.mark-pc-ubuntu,U=99083
1772508666.1420016_5382.mark-pc-ubuntu,U=180292
1772417767.454304_14812.mark-pc-ubuntu,U=115885
1772308535.161440_6530.mark-pc-ubuntu,U=75894
1772226641.39996_24444.mark-pc-ubuntu,U=24444
1772425525.732433_4948.mark-pc-ubuntu,U=130084
1772248020.39996_60038.mark-pc-ubuntu,U=60038
1772526203.1420016_28896.mark-pc-ubuntu,U=203806
1772433916.732433_17572.mark-pc-ubuntu,U=142708
1772244484.39996_55715.mark-pc-ubuntu,U=55715
1772540518.1420016_41908.mark-pc-ubuntu,U=216818
1772237265.39996_45761.mark-pc-ubuntu,U=45761
1772458341.732433_36249.mark-pc-ubuntu,U=161385
1772466072.732433_38816.mark-pc-ubuntu,U=163952
1772438611.732433_23471.mark-pc-ubuntu,U=148607
1772554071.1420016_48823.mark-pc-ubuntu,U=223733
1772314251.161440_14908.mark-pc-ubuntu,U=84272
1772231678.39996_36733.mark-pc-ubuntu,U=36733
1772237731.39996_46563.mark-pc-ubuntu,U=46563
1772445165.732433_29566.mark-pc-ubuntu,U=154702
1772422123.454304_23717.mark-pc-ubuntu,U=124790
1772226501.39996_24183.mark-pc-ubuntu,U=24183
1772316411.161440_18040.mark-pc-ubuntu,U=87404
1772413370.454304_259.mark-pc-ubuntu,U=101332
1772247344.39996_59310.mark-pc-ubuntu,U=59310
1772310821.161440_9931.mark-pc-ubuntu,U=79295
1772439645.732433_24674.mark-pc-ubuntu,U=149810
1772223548.39996_18493.mark-pc-ubuntu,U=18493
1772518373.1420016_18704.mark-pc-ubuntu,U=193614
1772450437.732433_32769.mark-pc-ubuntu,U=157905
1772525485.1420016_27969.mark-pc-ubuntu,U=202879
1772219776.39996_9610.mark-pc-ubuntu,U=9610
1772317284.161440_19385.mark-pc-ubuntu,U=88749
1772459415.732433_36644.mark-pc-ubuntu,U=161780
1772458498.732433_36308.mark-pc-ubuntu,U=161444
1772307369.161440_4976.mark-pc-ubuntu,U=74340
1772249154.39996_61188.mark-pc-ubuntu,U=61188
1772546502.1420016_45283.mark-pc-ubuntu,U=220193
1772313242.161440_13527.mark-pc-ubuntu,U=82891
1772248836.39996_60882.mark-pc-ubuntu,U=60882
1772414414.454304_8489.mark-pc-ubuntu,U=109562
1772595969.2229872_1230.mark-pc-ubuntu,U=237321
1772519096.1420016_19667.mark-pc-ubuntu,U=194577
1772429649.732433_11487.mark-pc-ubuntu,U=136623
1772418662.454304_17307.mark-pc-ubuntu,U=118380
1772569580.1420016_54460.mark-pc-ubuntu,U=229370
1772432811.732433_15894.mark-pc-ubuntu,U=141030
1772239011.39996_48697.mark-pc-ubuntu,U=48697
1772230821.39996_34748.mark-pc-ubuntu,U=34748
1772233405.39996_39103.mark-pc-ubuntu,U=39103
1772255929.39996_66067.mark-pc-ubuntu,U=66067
1772442687.732433_27646.mark-pc-ubuntu,U=152782
1772244805.39996_56071.mark-pc-ubuntu,U=56071
1772322910.161440_27866.mark-pc-ubuntu,U=97230
1772235947.39996_43377.mark-pc-ubuntu,U=43377
1772427471.732433_7763.mark-pc-ubuntu,U=132899
1772219167.39996_5299.mark-pc-ubuntu,U=5299
1772319887.161440_23609.mark-pc-ubuntu,U=92973
1772250027.39996_61969.mark-pc-ubuntu,U=61969
1772224135.39996_20472.mark-pc-ubuntu,U=20472
1772421162.454304_20723.mark-pc-ubuntu,U=121796
1772514477.1420016_13392.mark-pc-ubuntu,U=188302
1772250751.39996_62582.mark-pc-ubuntu,U=62582
1772433465.732433_16850.mark-pc-ubuntu,U=141986
1772255725.39996_65954.mark-pc-ubuntu,U=65954
1772483511.732433_43118.mark-pc-ubuntu,U=168254
1772517303.1420016_17112.mark-pc-ubuntu,U=192022
1772434496.732433_18361.mark-pc-ubuntu,U=143497
1772531398.1420016_34621.mark-pc-ubuntu,U=209531
1772458358.732433_36255.mark-pc-ubuntu,U=161391
1772503479.732433_49312.mark-pc-ubuntu,U=174448
1772310563.161440_9608.mark-pc-ubuntu,U=78972
1772417627.454304_14097.mark-pc-ubuntu,U=115170
1772303177.161440_865.mark-pc-ubuntu,U=70229
1772225304.39996_22447.mark-pc-ubuntu,U=22447
1772442570.732433_27547.mark-pc-ubuntu,U=152683
1772238201.39996_47308.mark-pc-ubuntu,U=47308
1772317996.161440_20346.mark-pc-ubuntu,U=89710
1772523974.1420016_25895.mark-pc-ubuntu,U=200805
1772437107.732433_21608.mark-pc-ubuntu,U=146744
1772528316.1420016_31394.mark-pc-ubuntu,U=206304
1772240806.39996_50947.mark-pc-ubuntu,U=50947
1772229628.39996_31668.mark-pc-ubuntu,U=31668
1772227569.39996_26725.mark-pc-ubuntu,U=26725
1772512784.1420016_10925.mark-pc-ubuntu,U=185835
1772417459.454304_13129.mark-pc-ubuntu,U=114202
1772219271.39996_6322.mark-pc-ubuntu,U=6322
1772239198.39996_49001.mark-pc-ubuntu,U=49001
1772558584.1420016_50632.mark-pc-ubuntu,U=225542
1772513630.1420016_12062.mark-pc-ubuntu,U=186972
1772219104.39996_4838.mark-pc-ubuntu,U=4838
1772524511.1420016_26626.mark-pc-ubuntu,U=201536
1772219299.39996_6586.mark-pc-ubuntu,U=6586
1772310921.161440_10059.mark-pc-ubuntu,U=79423
1772423824.732433_1304.mark-pc-ubuntu,U=126440
1772229228.39996_30929.mark-pc-ubuntu,U=30929
1772519015.1420016_19563.mark-pc-ubuntu,U=194473
1772314173.161440_14809.mark-pc-ubuntu,U=84173
1772418573.454304_17137.mark-pc-ubuntu,U=118210
1772517188.1420016_16902.mark-pc-ubuntu,U=191812
1772458252.732433_36215.mark-pc-ubuntu,U=161351
1772237814.39996_46689.mark-pc-ubuntu,U=46689
1772525245.1420016_27655.mark-pc-ubuntu,U=202565
1772324316.5014_722.mark-pc-ubuntu,U=99158
1772519984.1420016_20696.mark-pc-ubuntu,U=195606
1772558482.1420016_50592.mark-pc-ubuntu,U=225502
1772322395.161440_27208.mark-pc-ubuntu,U=96572
1772230924.39996_35000.mark-pc-ubuntu,U=35000
1772503850.732433_49744.mark-pc-ubuntu,U=174880
